DATE,Open,High,Low,Close,Volume
2010-01-01,            na,            na,            na,            na,            na
2009-12-31,10548.5,10578.7,10420.6,10428.1,2076990
2009-12-30,10544.4,10583.3,10470.8,10548.5,2277300
2009-12-29,10547.8,10605.7,10518.6,10545.4,2491020
2009-12-28,10517.9,10585,10477.3,10547.1,2716400
2009-12-25,            na,            na,            na,            na,            na
2009-12-24,10467.1,10541.3,10451,10520.1,1267710
2009-12-23,10464.3,10520.9,10409,10466.4,3166870
2009-12-22,10414.7,10511.6,10399.3,10464.9,3641130
2009-12-21,10330.1,10489.4,10330.1,10414.1,3977340
2009-12-18,10309.4,10412.6,10237.8,10328.9,6325890
2009-12-17,10440,10440,10279.4,10308.3,7615070
2009-12-16,10449.8,10552.8,10401.9,10441.1,4829820
2009-12-15,10499.3,10542.1,10381,10452,5045100
2009-12-14,10471.3,10566.9,10431.6,10501.1,4548490
2009-12-11,10403.4,10516.5,10385.4,10471.5,3791090
2009-12-10,10336,10479.1,10332.1,10405.8,3996490
2009-12-09,10282.9,10377.1,10207.3,10337.1,4115410
2009-12-08,10385.4,10385.4,10216.4,10286,4748030
2009-12-07,10386.9,10478.2,10321.1,10390.1,4103360
2009-12-04,10368.6,10549,10285.4,10388.9,5781140
2009-12-03,10455.6,10533.6,10338.5,10366.2,4810030
2009-12-02,10470.4,10537.6,10386,10452.7,3941340
2009-12-01,10343.8,10537,10343.8,10471.6,4249310
2009-11-30,10309.8,10394.3,10238.1,10344.8,3895520
2009-11-27,10452.2,10452.2,10179.3,10309.9,2362910
2009-11-26,            na,            na,            na,            na,            na
2009-11-25,10433,10513.6,10385.7,10464.4,3036350
2009-11-24,10451.3,10488.7,10335.6,10433.7,3700820
2009-11-23,10320.1,10524.4,10320.1,10451,3827920
2009-11-20,10327.9,10377.4,10237.6,10318.2,3751230
2009-11-19,10425.3,10425.3,10226.4,10332.4,4178030
2009-11-18,10426.3,10471.3,10330.3,10426.3,4293340
2009-11-17,10404.8,10465.8,10318.7,10437.4,3824070
2009-11-16,10267.5,10465.8,10267.5,10407,4565850
2009-11-13,10197.9,10332.3,10162.9,10270.5,3792610
2009-11-12,10289.8,10341.2,10157.6,10197.5,4160250
2009-11-11,10247.4,10357.4,10217.2,10291.3,4286700
2009-11-10,10223,10300.3,10148.1,10247,4394770
2009-11-09,10020.6,10248.9,10020.6,10226.9,4460030
2009-11-06,10001.4,10077.1,9898.49,10023.4,4277130
2009-11-05,9807.8,10043.8,9807.8,10006,4848350
2009-11-04,9767.3,9962.35,9745.76,9802.14,5635510
2009-11-03,9787.47,9844.84,9649.78,9771.91,5487500
2009-11-02,9712.13,9883.68,9647.06,9789.44,6202640
2009-10-30,9961.52,9980.19,9664.89,9712.73,6512420
2009-10-29,9762.91,9996.67,9762.91,9962.58,5595040
2009-10-28,9881.11,9940.89,9723.31,9762.69,6600350
2009-10-27,9868.34,9994.55,9802.36,9882.17,5337380
2009-10-26,9972.33,10108,9817.55,9867.96,6363380
2009-10-23,10099.9,10138.6,9908.7,9972.18,4767460
2009-10-22,9946.18,10133.1,9879.07,10081.3,5192410
2009-10-21,10038.8,10157.9,9909.83,9949.36,5616290
2009-10-20,10092.4,10157.3,9952.98,10041.5,5396930
2009-10-19,9996.67,10146.6,9967.49,10092.2,4619240
2009-10-16,10061.4,10072.6,9884.51,9995.91,4894740
2009-10-15,10014.9,10087.4,9916.93,10062.9,5369780
2009-10-14,9873.55,10065,9873.55,10015.9,5406420
2009-10-13,9883.98,9935.53,9780.9,9871.06,4320481
2009-10-12,9865.24,9978.07,9814.45,9885.8,3710430
2009-10-09,9786.04,9890.41,9731.32,9864.94,3763780
2009-10-08,9728.22,9872.5,9709.78,9786.87,4988400
2009-10-07,9725.69,9782.56,9634.96,9725.58,4238220
2009-10-06,9601.26,9793.37,9601.26,9731.25,5029840
2009-10-05,9488.73,9640.33,9449.81,9599.75,4313310
2009-10-02,9507.62,9571.71,9378.77,9487.67,5583240
2009-10-01,9711.6,9714.7,9482.98,9509.28,5791450
2009-09-30,9741.83,9817.17,9583.04,9712.28,5998860
2009-09-29,9789.74,9861.99,9705.1,9742.2,4949900
2009-09-28,9663.23,9861.39,9658.09,9789.36,3726950
2009-09-25,9706.68,9781.73,9605.19,9665.19,4507090
2009-09-24,9749.99,9836.82,9637.53,9707.44,5505610
2009-09-23,9830.63,9937.72,9724.9,9748.55,5531930
2009-09-22,9779.61,9890.71,9742.96,9829.87,5246600
2009-09-21,9818.61,9846.12,9688.4,9778.86,4615280
2009-09-18,9784.75,9898.57,9751.27,9820.2,5607970
2009-09-17,9789.82,9896.38,9706.23,9783.92,6668110
2009-09-16,9683.71,9837.05,9648.95,9791.71,6793530
2009-09-15,9626.42,9745.91,9553.8,9683.41,6185620
2009-09-14,9598.08,9662.1,9492.96,9626.8,4979610
2009-09-11,9625.44,9698.67,9532.11,9605.41,4922600
2009-09-10,9546.54,9666.55,9479.2,9627.48,5191380
2009-09-09,9496.59,9604.43,9435.45,9547.22,5202550
2009-09-08,9440.13,9564.45,9402.8,9497.34,5235160
2009-09-07,            na,            na,            na,            na,            na
2009-09-04,9345.36,9465.37,9302.28,9441.27,4097370
2009-09-03,9282.03,9350.27,9252.93,9344.61,4624280
2009-09-02,9306.21,9378.77,9223.08,9280.67,5842730
2009-09-01,9492.32,9573.67,9275.15,9310.6,6862360
2009-08-31,9542.91,9552.97,9389.27,9496.28,5004560
2009-08-28,9582.74,9666.71,9476.63,9544.2,5785780
2009-08-27,9541.63,9629.98,9440.43,9580.63,5785880
2009-08-26,9538.61,9613.65,9446.71,9543.52,5080060
2009-08-25,9509.21,9646.53,9485.7,9539.29,5768740
2009-08-24,9506.18,9625.89,9442.17,9509.28,6302450
2009-08-21,9347.86,9549.19,9347.86,9505.96,5885550
2009-08-20,9278.55,9385.72,9237.52,9350.05,4893160
2009-08-19,9208.68,9333.34,9099.14,9279.16,4257000
2009-08-18,9134.36,9262.08,9124.08,9217.94,4198970
2009-08-17,9313.85,9313.85,9078.28,9135.34,4854970
2009-08-14,9398.04,9425.17,9214.47,9321.4,4940750
2009-08-13,9362.29,9448.97,9269.26,9398.19,5250660
2009-08-12,9236.06,9442.47,9199.8,9361.61,5498170
2009-08-11,9334.33,9351.86,9180.23,9241.45,5773160
2009-08-10,9368.41,9420.56,9249.99,9337.95,5406080
2009-08-07,9258.45,9466.89,9258.45,9370.07,6827090
2009-08-06,9277.19,9378.01,9168.44,9256.26,6753380
2009-08-05,9315.36,9374.38,9173.2,9280.97,7242120
2009-08-04,9285.05,9370.3,9207.21,9320.19,5713700
2009-08-03,9173.65,9342.11,9162.09,9286.56,5603440
2009-07-31,9154.61,9264.65,9081.3,9171.61,5139070
2009-07-30,9072.84,9298.13,9072.84,9154.46,6035180
2009-07-29,9092.34,9141.23,8967.26,9070.72,5178770
2009-07-28,9106.92,9154.76,8980.03,9096.72,5490350
2009-07-27,9093.09,9154.23,8996.58,9108.51,4631290
2009-07-24,9066.11,9144.48,8955.77,9093.24,4458300
2009-07-23,8882.31,9143.05,8837.95,9069.29,5761650
2009-07-22,8912.39,8993.48,8802.13,8881.26,4634100
2009-07-21,8848.15,8991.07,8780.82,8915.94,5309300
2009-07-20,8746.05,8884.43,8717.26,8848.15,4853150
2009-07-17,8711.89,8797.97,8638.81,8743.94,5141380
2009-07-16,8612.66,8750.28,8543.97,8711.82,4898640
2009-07-15,8363.95,8643.04,8363.95,8616.21,5238830
2009-07-14,8331.37,8407.48,8255.27,8359.49,4149030
2009-07-13,8146.82,8348.08,8106.16,8331.68,4499440
2009-07-10,8182.49,8216.65,8057.57,8146.52,3912080
2009-07-09,8179.01,8273.48,8117.27,8183.17,4347170
2009-07-08,8157.02,8259.05,8057.94,8178.41,5721780
2009-07-07,8324.95,8355.48,8138.51,8163.6,4673300
2009-07-06,8279.3,8364.02,8156.49,8324.87,4712580
2009-07-03,            na,            na,            na,            na,            na
2009-07-02,8503,8503,8260.41,8280.74,3931000
2009-07-01,8447.53,8610.32,8447,8504.06,3919400
2009-06-30,8528.93,8584.17,8369.99,8447,4627570
2009-06-29,8440.13,8569.59,8406.57,8529.38,4211760
2009-06-26,8468.54,8509.73,8364.17,8438.39,6076660
2009-06-25,8299.25,8512.6,8236.07,8472.4,4911240
2009-06-24,8323.51,8456.83,8246.2,8299.86,4636720
2009-06-23,8340.44,8413.22,8239.17,8322.91,5071020
2009-06-22,8538.52,8538.52,8306.66,8339.01,4903940
2009-06-19,8556.96,8665.26,8476.02,8539.73,5713390
2009-06-18,8496.73,8634.28,8438.61,8555.6,4684010
2009-06-17,8504.36,8602.99,8421.46,8497.18,5523650
2009-06-16,8612.44,8688.69,8483.58,8504.67,4951200
2009-06-15,8798.5,8798.5,8540.87,8612.13,4697880
2009-06-12,8770.01,8850.95,8671.61,8799.26,4528120
2009-06-11,8736.23,8911.11,8697.99,8770.92,5500840
2009-06-10,8763.66,8871.36,8625.21,8739.02,5379420
2009-06-09,8764.83,8854.8,8688.99,8763.06,4439950
2009-06-08,8759.35,8832.13,8593.84,8764.49,4483430
2009-06-05,8751.75,8900.48,8673.41,8763.13,5277910
2009-06-04,8665.72,8802.59,8609.17,8750.24,5352890
2009-06-03,8740.07,8750.83,8556.9,8675.24,5323770
2009-06-02,8721.6,8832.16,8635.25,8740.87,5987340
2009-06-01,8501.53,8797.58,8501.53,8721.44,6370440
2009-05-29,8404.04,8541.27,8323.91,8500.33,6050420
2009-05-28,8300.5,8463.7,8221.65,8403.8,5738980
2009-05-27,8473.65,8534.66,8280.82,8300.02,5698800
2009-05-26,8275.33,8523.59,8194.33,8473.49,5667050
2009-05-25,            na,            na,            na,            na,            na
2009-05-22,8292.21,8415.75,8218.86,8277.32,5155320
2009-05-21,8416.07,8416.07,8185.25,8292.13,6019840
2009-05-20,8471.82,8645.85,8376.4,8422.04,8205060
2009-05-19,8502.48,8594.16,8402.61,8474.85,6616270
2009-05-18,8270.15,8534.66,8270.15,8504.08,5702150
2009-05-15,8326.22,8422.28,8206.67,8268.64,5439720
2009-05-14,8285.92,8427.93,8218.94,8331.32,6134870
2009-05-13,8461.8,8461.8,8208.74,8284.89,7091820
2009-05-12,8419.17,8574.88,8306.47,8469.11,6871751
2009-05-11,8569.23,8569.23,8347.41,8418.77,6150600
2009-05-08,8410.73,8657.96,8388.11,8574.65,8163280
2009-05-07,8513.56,8651.51,8296.04,8409.85,9120100
2009-05-06,8403.48,8608.26,8350.12,8512.28,8555040
2009-05-05,8425.55,8520.8,8321.37,8410.65,6882860
2009-05-04,8213.6,8488.87,8213.6,8426.74,7038840
2009-05-01,8167.41,8278.28,8047.54,8212.41,5312170
2009-04-30,8188.51,8383.81,8083.62,8168.12,6862540
2009-04-29,8018.31,8278.12,8018.31,8185.73,6101620
2009-04-28,8023.56,8136.74,7898.75,8016.95,6328000
2009-04-27,8073.82,8152.27,7920.42,8025,5613460
2009-04-24,7957.45,8182.3,7905.6,8076.29,7114440
2009-04-23,7886.81,8015.36,7762.8,7957.06,6563100
2009-04-22,7964.78,8111.02,7802.46,7886.57,7327860
2009-04-21,7841.73,8027.54,7699.79,7969.56,7436490
2009-04-20,8128.94,8128.94,7801.58,7841.73,6973960
2009-04-17,8125.43,8251.2,8024.92,8131.33,7352010
2009-04-16,8029.14,8201.81,7933.08,8125.43,6598670
2009-04-15,7914.92,8069.92,7808.19,8029.62,6241100
2009-04-14,8057.41,8076.05,7840.53,7920.18,7569840
2009-04-13,8082.02,8146.86,7888.96,8057.81,6434890
2009-04-10,            na,            na,            na,            na,            na
2009-04-09,7839.89,8150.44,7839.89,8083.38,7600711
2009-04-08,7788.68,7925.36,7715.09,7837.11,5938460
2009-04-07,7968.92,7968.92,7733.56,7789.56,5155580
2009-04-06,8016.16,8037.42,7830.66,7975.85,6210000
2009-04-03,7980.63,8090.71,7850.33,8017.59,5855640
2009-04-02,7763.99,8129.33,7763.99,7978.08,7542810
2009-04-01,7606.13,7804.77,7450.74,7761.6,6034140
2009-03-31,7523.77,7744.24,7502.98,7608.92,6089100
2009-03-30,7773.31,7773.31,7406.85,7522.02,5912660
2009-03-27,7922.57,7922.57,7695.97,7776.18,5600210
2009-03-26,7752.36,7969,7709.19,7924.56,6992960
2009-03-25,7659.81,7897.48,7539.54,7749.81,7687180
2009-03-24,7773.47,7837.11,7585.98,7660.21,6767980
2009-03-23,7279.25,7789.24,7279.25,7775.86,7715770
2009-03-20,7402.31,7524.81,7215.77,7278.38,7643720
2009-03-19,7489.68,7624.45,7325.13,7400.8,9033870
2009-03-18,7395.7,7592.03,7218.24,7486.58,9098450
2009-03-17,7218,7407.41,7129.6,7395.7,6156800
2009-03-16,7225.33,7428.75,7171.41,7216.97,7883540
2009-03-13,7219.2,7241.98,7106.34,7223.98,6787090
2009-03-12,6932.39,7198.25,6840.79,7170.06,7326631
2009-03-11,6923.13,7078.22,6804.55,6930.4,7287810
2009-03-10,6547.01,6951.5,6547.01,6926.49,8618330
2009-03-09,6625.74,6758.44,6440.08,6547.05,7277320
2009-03-06,6595.16,6776.44,6443.27,6626.94,7331831
2009-03-05,6874.01,6874.01,6531.28,6594.44,7507250
2009-03-04,6726.5,7012.19,6715.11,6875.84,7673620
2009-03-03,6764.81,6922.59,6661.74,6726.02,7583231
2009-03-02,7056.48,7056.48,6736.69,6763.29,7868290
2009-02-27,7180.97,7244.61,6952.06,7062.93,8926480
2009-02-26,7269.06,7451.13,7135.25,7182.08,7599970
2009-02-25,7349.58,7442.13,7123.94,7270.89,7483640
2009-02-24,7115.34,7396.34,7077.35,7350.94,7234490
2009-02-23,7365.99,7477.1,7092.64,7114.78,6509300
2009-02-20,7461.49,7500.44,7226.29,7365.67,8210590
2009-02-19,7555.23,7679.01,7420.63,7465.95,5746940
2009-02-18,7546.35,7661.56,7451.37,7555.63,5740710
2009-02-17,7845.63,7845.63,7502.59,7552.6,5907820
2009-02-16,            na,            na,            na,            na,            na
2009-02-13,7933,8005.96,7811.38,7850.41,5296650
2009-02-12,7931.97,7956.02,7662.04,7932.76,6476460
2009-02-11,7887.05,8042.36,7820.14,7939.53,5926460
2009-02-10,8269.36,8293.17,7835.83,7888.88,6770170
2009-02-09,8281.38,8376.56,8137.7,8270.87,5574370
2009-02-06,8056.38,8360.07,8044.03,8280.59,6484100
2009-02-05,7954.83,8138.65,7811.7,8063.07,6624030
2009-02-04,8070.32,8197.04,7899.79,7956.66,6420450
2009-02-03,7936.99,8157.13,7855.19,8078.36,5886310
2009-02-02,8000.62,8053.43,7796.17,7936.83,5673270
2009-01-30,8149.01,8243.95,7924.88,8000.86,5350580
2009-01-29,8373.06,8373.06,8092.14,8149.01,5067060
2009-01-28,8175.93,8446.33,8175.93,8375.45,6199180
2009-01-27,8117.39,8264.1,8042.6,8174.73,5353260
2009-01-26,8078.04,8278.12,7971.15,8116.03,6039940
2009-01-23,8108.79,8187.88,7856.86,8077.56,5832161
2009-01-22,8224.43,8239.33,7925.75,8122.8,5843830
2009-01-21,7949.17,8286.4,7890.63,8228.1,6467830
2009-01-20,8279.63,8309.02,7920.66,7949.09,6375230
2009-01-19,            na,            na,            na,            na,            na
2009-01-16,8215.67,8424.59,8086.01,8281.22,6786040
2009-01-15,8196.24,8326.06,7949.65,8212.49,7807351
2009-01-14,8446.01,8446.01,8097.95,8200.14,5407880
2009-01-13,8474.61,8584.68,8325.59,8448.56,5567460
2009-01-12,8599.26,8653.97,8391.85,8473.97,4725050
2009-01-09,8738.8,8800.45,8541.75,8599.18,4716500
2009-01-08,8769.94,8807.14,8593.52,8742.46,4991550
2009-01-07,8996.94,8996.94,8690.45,8769.7,4704940
2009-01-06,8954.57,9175.19,8868.07,9015.1,5392620
2009-01-05,9027.13,9093.47,8841.7,8952.89,5413910
2009-01-02,8772.25,9080.57,8725.1,9034.69,4048270
2009-01-01,            na,            na,            na,            na,            na
2008-12-31,8666.48,8862.65,8634.06,8776.39,4172940
2008-12-30,8487.51,8700.89,8463.7,8668.39,3627800
2008-12-29,8515.87,8575.6,8349.24,8483.93,3323430
2008-12-26,8468.71,8581.58,8434.94,8515.55,1880050
2008-12-25,            na,            na,            na,            na,            na
2008-12-24,8428.17,8498.26,8417.02,8468.48,1546550
2008-12-23,8518.65,8647.6,8376.8,8419.49,4051970
2008-12-22,8573.37,8672.06,8351.79,8519.69,4869850
2008-12-19,8606.5,8823.78,8499.06,8579.11,6705310
2008-12-18,8823.94,8946.36,8516.02,8604.99,5675000
2008-12-17,8921.91,9001.96,8701.13,8824.34,5907380
2008-12-16,8565.65,8985.63,8534.03,8924.14,6009780
2008-12-15,8628.81,8738.4,8431.04,8564.53,4982390
2008-12-12,8563.1,8705.43,8272.22,8629.68,5959590
2008-12-11,8750.13,8861.86,8480.18,8565.09,5513840
2008-12-10,8693,8942.46,8589.86,8761.42,5942130
2008-12-09,8934.1,8978.14,8591.69,8691.33,5693110
2008-12-08,8637.65,9151.61,8637.65,8934.18,6553600
2008-12-05,8376.08,8722.47,8084.25,8635.42,6165370
2008-12-04,8587.07,8705.98,8222.84,8376.24,5860390
2008-12-03,8409.14,8654.77,8170.19,8591.69,6221880
2008-12-02,8153.75,8490.62,8072.47,8419.09,6170100
2008-12-01,8826.89,8826.89,8123.04,8149.09,6052010
2008-11-28,8690.24,8840.33,8687.05,8829.04,2740860
2008-11-27,            na,            na,            na,            na,            na
2008-11-26,8464.49,8760.46,8250.8,8726.61,5793260
2008-11-25,8445.14,8682.09,8244.43,8479.47,6952700
2008-11-24,8048.09,8624.27,8023.32,8443.39,7879440
2008-11-21,7552.37,8121.45,7392.27,8046.42,9495900
2008-11-20,7995.53,8224.35,7464.51,7552.29,9093740
2008-11-19,8420.69,8534.34,7967.33,7997.28,6548600
2008-11-18,8273.34,8540.08,8075.81,8424.75,6069470
2008-11-17,8494.84,8596.31,8197.12,8273.58,4927490
2008-11-14,8822.19,8980.93,8421.08,8497.31,5881030
2008-11-13,8281.14,8898.41,7947.74,8835.25,7849120
2008-11-12,8684.52,8684.52,8235.66,8282.66,5764180
2008-11-11,8864.32,8892.2,8499.62,8693.96,4998340
2008-11-10,8946.6,9212.94,8735.61,8870.54,4572001
2008-11-07,8696.03,9032.54,8661.22,8943.81,4931640
2008-11-06,9134.01,9216.37,8607.14,8695.79,6102230
2008-11-05,9616.6,9628.15,9086.06,9139.27,5426640
2008-11-04,9323.89,9711.46,9323.89,9625.28,5531290
2008-11-03,9326.04,9488.92,9175.03,9319.83,4492280
2008-10-31,9198.73,9465.89,9133.65,9336.93,6394350
2008-10-30,9004.66,9380.36,8916.81,9180.69,6175830
2008-10-29,9062.33,9405.05,8800.61,8990.96,7077800
2008-10-28,8178.72,9112.51,8153.79,9065.12,7096951
2008-10-27,8375.92,8639.64,8085.37,8175.77,5558050
2008-10-24,8683.21,8683.21,8088.63,8378.95,6550050
2008-10-23,8519.77,8864.48,8200.06,8691.25,7184180
2008-10-22,9027.84,9027.84,8324.07,8519.21,6147980
2008-10-21,9179.11,9293.07,9017.3,9045.21,5121830
2008-10-20,8852.3,9305.89,8799.49,9265.43,5175640
2008-10-17,8975.35,9304.38,8640.83,8852.22,6581780
2008-10-16,8577.04,9073.64,8176.17,8979.26,7984500
2008-10-15,9301.91,9301.91,8516.5,8577.91,6542330
2008-10-14,9388.97,9924.28,9050.06,9310.99,8161991
2008-10-13,8462.42,9501.91,8462.42,9387.61,7263370
2008-10-10,8568.67,8989.13,7773.71,8451.19,11456230
2008-10-09,9261.69,9522.77,8523.27,8579.19,8285671
2008-10-08,9437.23,9778.04,9042.97,9258.1,8716330
2008-10-07,9955.42,10205,9391.67,9447.11,7069210
2008-10-06,10322.5,10322.5,9503.1,9955.5,7956020
2008-10-03,10484,10844.7,10261.8,10325.4,6716120
2008-10-02,10825.5,10843.1,10368.1,10482.9,6285640
2008-10-01,10847.4,11022.1,10496,10831.1,5782130
2008-09-30,10371.6,10922,10371.6,10850.7,6065000
2008-09-29,11139.6,11139.6,10266.8,10365.5,7305060
2008-09-26,11019,11218.5,10781.4,11143.1,5383610
2008-09-25,10827.2,11206.1,10799.8,11022.1,5877640
2008-09-24,10850,11041,10696.4,10825.2,4820360
2008-09-23,11015.7,11214.7,10763.8,10854.2,5185730
2008-09-22,11394.4,11450.8,10956.4,11015.7,5368130
2008-09-19,11027.5,11415.5,11027.5,11388.4,9387170
2008-09-18,10609,11149.1,10403.8,11019.7,10082690
2008-09-17,11056.6,11068.9,10521.8,10609.7,9431870
2008-09-16,10905.6,11193.1,10604.7,11059,9459831
2008-09-15,11416.4,11416.4,10849.9,10917.5,8279511
2008-09-12,11429.3,11532.7,11191.1,11422,6273260
2008-09-11,11264.4,11461.2,11018.7,11433.7,6869250
2008-09-10,11233.9,11453.5,11135.6,11268.9,6543440
2008-09-09,11514.7,11623.5,11209.8,11230.7,7380631
2008-09-08,11224.9,11656.6,11224.9,11510.7,7351340
2008-09-05,11185.6,11301.7,10998.8,11221,5017080
2008-09-04,11532.5,11532.5,11130.3,11188.2,5212500
2008-09-03,11506,11629.7,11328.8,11532.9,5056980
2008-09-02,11545.6,11831.3,11444.8,11516.9,4783560
2008-09-01,            na,            na,            na,            na,            na
2008-08-29,11713.2,11730.5,11508.8,11543.6,3288120
2008-08-28,11499.9,11756.5,11493.7,11715.2,3854280
2008-08-27,11412.5,11575.1,11349.7,11502.5,3499610
2008-08-26,11383.6,11483.6,11284.5,11412.9,3587570
2008-08-25,11626.2,11626.2,11336.8,11386.3,3420600
2008-08-22,11426.8,11684,11426.8,11628.1,3741070
2008-08-21,11415.2,11501.3,11263.6,11430.2,4032590
2008-08-20,11345.9,11511.1,11240.2,11417.4,4555030
2008-08-19,11478.1,11501.5,11260.5,11348.6,4159760
2008-08-18,11659.7,11744.5,11410.2,11479.4,3829290
2008-08-15,11611.2,11776.4,11540.1,11659.9,4041820
2008-08-14,11532.1,11744.3,11399.8,11615.9,4064000
2008-08-13,11632.8,11689.1,11377.4,11533,4787600
2008-08-12,11781.7,11830.4,11541.4,11642.5,4711290
2008-08-11,11729.7,11933.6,11580.2,11782.4,5067310
2008-08-08,11432.1,11808.5,11344.2,11734.3,4966810
2008-08-07,11655.4,11680.5,11355.6,11431.4,5319380
2008-08-06,11603.6,11745.7,11454.6,11656.1,4873420
2008-08-05,11286,11652.2,11286,11615.8,1219310
2008-08-04,11326.3,11449.7,11144.6,11284.2,4562280
2008-08-01,11379.9,11512.6,11205.4,11326.3,4684870
2008-07-31,11578,11631.2,11317.7,11378,5346050
2008-07-30,11397.6,11681.5,11328.7,11583.7,5631330
2008-07-29,11133.4,11444.1,11086.1,11397.6,5414241
2008-07-28,11369.5,11439.3,11094.8,11131.1,4282960
2008-07-25,11341.1,11540.8,11252.5,11370.7,4672560
2008-07-24,11630.3,11714.2,11288.8,11349.3,6127980
2008-07-23,11603.4,11820.2,11410,11632.4,6705830
2008-07-22,11457.9,11692.8,11273.3,11602.5,6180230
2008-07-21,11495,11663.4,11339,11467.3,4630640
2008-07-18,11436.6,11599.6,11290.5,11496.6,5653280
2008-07-17,11238.4,11538.5,11118.5,11446.7,7365210
2008-07-16,10961.9,11308.4,10831.6,11239.3,6738631
2008-07-15,11050.8,11201.7,10732,10962.5,7363640
2008-07-14,11103.6,11299.7,10972.6,11055.2,5434860
2008-07-11,11226.2,11292,10908.6,11100.5,6742200
2008-07-10,11148,11351.2,11006,11229,5840430
2008-07-09,11381.9,11505.1,11115.6,11147.4,5181000
2008-07-08,11225,11459.5,11101.2,11384.2,6034110
2008-07-07,11289.2,11477.5,11094.4,11232,5265420
2008-07-04,            na,            na,            na,            na,            na
2008-07-03,11297.3,11336.5,11158,11288.5,3247590
2008-07-02,11382.3,11510.4,11180.6,11215.5,5276090
2008-07-01,11344.6,11465.8,11106.7,11382.3,5846290
2008-06-30,11345.7,11504.6,11226.3,11350,5032330
2008-06-27,11452.9,11556.3,11248.5,11346.5,6208260
2008-06-26,11808.6,11808.6,11431.9,11453.4,5231280
2008-06-25,11805.3,12008.7,11683.8,11811.8,4825640
2008-06-24,11842.4,11962.4,11668.5,11807.4,4705050
2008-06-23,11843.8,11986.9,11731.1,11842.4,4186370
2008-06-20,12062.2,12078.2,11785,11842.7,5324900
2008-06-19,12022.5,12188.3,11881,12063.1,4811670
2008-06-18,12158.7,12212.3,11947.1,12029.1,4573570
2008-06-17,12269.7,12378.7,12114.1,12160.3,3801960
2008-06-16,12306.9,12381.4,12139.8,12269.1,3706940
2008-06-13,12144.6,12376.7,12096.2,12307.4,4080420
2008-06-12,12089.6,12337.7,12041.4,12141.6,4734240
2008-06-11,12286.3,12317.2,12029.5,12083.8,4779980
2008-06-10,12277.7,12426,12116.6,12289.8,4635070
2008-06-09,12210.1,12406.4,12102.5,12280.3,4404570
2008-06-06,12602.7,12602.7,12180.5,12209.8,4771660
2008-06-05,12388.8,12652.8,12358.1,12604.5,4350790
2008-06-04,12391.9,12540.4,12283.7,12390.5,4338640
2008-06-03,12503.2,12621,12317.6,12402.9,4396380
2008-06-02,12637.7,12645.4,12385.8,12503.8,3714320
2008-05-30,12647.4,12750.8,12555.6,12638.3,3845630
2008-05-29,12593.9,12760.2,12493.5,12646.2,3894440
2008-05-28,12542.9,12693.8,12437.4,12594,3927240
2008-05-27,12479.6,12626.8,12397.6,12548.4,3588860
2008-05-26,            na,            na,            na,            na,            na
2008-05-23,12620.9,12637.4,12420.2,12479.6,3516380
2008-05-22,12597.7,12743.7,12515.8,12625.6,3955960
2008-05-21,12824.9,12926.7,12550.4,12601.2,4517990
2008-05-20,13026,13026,12742.3,12828.7,3854320
2008-05-19,12985.4,13171,12899.2,13028.2,3683970
2008-05-16,12992.7,13069.5,12860.6,12986.8,3842590
2008-05-15,12891.3,13028.2,12798.4,12992.7,3836480
2008-05-14,12825.1,13037.4,12806.2,12898.4,3979370
2008-05-13,12872.1,12957.7,12716.2,12832.2,4018590
2008-05-12,12768.4,12903.3,12746.4,12876.1,3370630
2008-05-09,12860.7,12871.8,12648.1,12745.9,3518620
2008-05-08,12814.8,12966,12727.6,12866.8,3827550
2008-05-07,13010.8,13097.8,12756.1,12814.4,4075860
2008-05-06,12968.9,13071.1,12817.5,13020.8,3924100
2008-05-05,13056.6,13105.8,12896.5,12969.5,3410090
2008-05-02,13012.5,13191.5,12931.4,13058.2,3953030
2008-05-01,12818.3,13079.9,12721.9,13010,4448780
2008-04-30,12831.5,13052.9,12746.5,12820.1,4508890
2008-04-29,12870.4,12970.3,12737.8,12831.9,3815320
2008-04-28,12890.8,13015.6,12791.6,12871.8,3607000
2008-04-25,12848.4,12987.3,12703.7,12891.9,3891150
2008-04-24,12764.7,12979.9,12651.5,12849,4461660
2008-04-23,12721.5,12883.8,12627,12763.2,4103610
2008-04-22,12825,12870.9,12604.5,12720.2,3821900
2008-04-21,12850.9,12902.7,12666.1,12825,3420570
2008-04-18,12626.8,12965.5,12626.8,12849.4,4222380
2008-04-17,12617.4,12725.9,12472.7,12620.5,3713880
2008-04-16,12371.5,12670.6,12371.5,12619.3,4260370
2008-04-15,12303.6,12459.4,12224,12362.5,3581230
2008-04-14,12324.8,12430.9,12208.4,12302.1,3565020
2008-04-11,12579.8,12579.8,12280.9,12325.4,3723790
2008-04-10,12526.8,12705.9,12448,12582,3686150
2008-04-09,12574.7,12686.9,12416.5,12527.3,3556670
2008-04-08,12602.7,12664.4,12440.6,12576.4,3602500
2008-04-07,12612.6,12786.8,12550.2,12612.4,3747780
2008-04-04,12626.4,12738.3,12489.4,12609.4,3703100
2008-04-03,12604.7,12735,12455,12626,3920100
2008-04-02,12651.7,12790.3,12488.2,12608.9,4320440
2008-04-01,12266.6,12693.9,12266.6,12654.4,4745120
2008-03-31,12215.9,12384.8,12095.2,12262.9,4188990
